,account_id,games,wins,pos_1_num,pos_2_num,pos_3_num,pos_4_num,pos_5_num,last_hits,denies,kills,deaths,assists,Unnamed: 0,name,estimate_mmr,solo_competetive_rank,leaderboard_rank,calculated_position
271,392565237,442,284,379,40,9,2,12,359.6990950226244,18.615384615384617,8.436651583710407,2.81447963800905,9.445701357466064,2173,JaCkky,6401.0,6221.0,3.0,1.0
1568,248180032,441,255,0,0,17,338,86,52.93424036281179,3.63265306122449,3.811791383219955,5.809523809523809,14.843537414965986,1818,Michael-,4900.0,,14.0,4.0
1502,88271237,440,251,33,144,245,17,1,207.96818181818182,9.956818181818182,4.3522727272727275,5.118181818181818,12.743181818181819,344,Ceb,8216.0,8803.0,138.0,3.0
605,152545459,439,261,292,133,11,2,1,371.3234624145786,14.567198177676538,8.651480637813211,3.0455580865603644,9.009111617312072,1250,Gabbi,5566.0,,54.0,1.0
241,164532005,438,260,138,277,22,1,0,312.60502283105023,12.860730593607306,7.7853881278538815,3.5753424657534247,9.755707762557078,1352,Armel,6128.0,7786.0,4.0,2.0
658,318286721,438,220,18,86,277,39,18,180.2420091324201,8.89269406392694,4.410958904109589,6.070776255707763,13.091324200913242,1982,ZawRain,6463.0,6214.0,23.0,3.0
1441,193815691,438,281,10,12,31,332,53,77.68264840182648,4.78310502283105,4.819634703196347,4.828767123287672,14.979452054794521,2557,Q,6316.0,6601.0,34.0,4.0
878,157989498,436,242,8,8,20,302,98,53.04816513761468,4.995412844036697,2.5986238532110093,7.51605504587156,12.8348623853211,1301,Scofield:❤KAT,6753.0,8002.0,14.0,4.0
866,184138153,434,281,9,109,273,32,11,176.52764976958525,9.221198156682028,5.688940092165899,4.54147465437788,12.695852534562212,1519,Masaros,6492.0,5862.0,75.0,3.0
1191,293950128,434,221,137,234,55,2,6,260.11290322580646,12.32258064516129,6.43778801843318,3.769585253456221,9.004608294930875,1917,zc,7148.0,6698.0,50.0,2.0
1823,337575662,431,217,323,84,14,1,9,321.2830626450116,10.540603248259862,7.538283062645012,3.519721577726218,8.097447795823665,2025,Tino,7042.0,,202.0,1.0
1257,43276219,431,218,240,140,42,3,6,298.36890951276104,12.025522041763342,6.044083526682135,3.4779582366589326,9.412993039443155,100,EternaLEnVy,6924.0,8031.0,30.0,1.0
838,27178898,431,203,20,59,311,38,3,188.04640371229698,11.37354988399072,4.132250580046404,5.2877030162412995,12.278422273781903,56,Skylark,6875.0,7005.0,211.0,3.0
970,35504297,428,200,0,1,7,113,307,51.925233644859816,3.677570093457944,2.3901869158878504,6.55607476635514,12.988317757009346,72,LeBronDota,7037.0,8058.0,64.0,5.0
1410,113435203,428,208,73,233,121,1,0,272.00467289719626,9.75233644859813,5.705607476635514,3.5934579439252334,10.341121495327103,752,ChYuaN,6882.0,8001.0,115.0,2.0
1206,122049498,427,232,278,112,32,1,4,300.53395784543324,9.021077283372366,7.009367681498829,3.1030444964871196,8.77751756440281,2505,charlie,6918.0,7616.0,112.0,1.0
1625,190738832,425,197,0,1,11,326,87,44.663529411764706,1.76,3.4,5.536470588235294,13.122352941176471,1563,Lym-,6210.0,6253.0,211.0,4.0
1642,152859296,425,233,0,3,12,312,98,60.17176470588235,3.355294117647059,3.108235294117647,6.397647058823529,13.84235294117647,1253,Jhocam,6810.0,7309.0,27.0,4.0
473,292921272,425,236,12,72,316,17,8,176.08705882352942,10.025882352941176,5.736470588235294,5.1129411764705885,11.204705882352942,1911,Wisper,5683.0,4313.0,31.0,3.0
618,94054712,424,244,72,218,128,3,3,215.98584905660377,11.056603773584905,7.422169811320755,5.320754716981132,10.169811320754716,444,Topson,8161.0,8884.0,200.0,2.0
947,197574429,422,233,39,255,121,2,5,209.77251184834122,10.62085308056872,6.938388625592417,4.4052132701421804,11.571090047393366,1623,kxy-,6028.0,6555.0,71.0,2.0
1794,149486894,421,199,303,98,19,0,1,366.12589073634206,13.69833729216152,6.738717339667458,3.156769596199525,7.96437054631829,2528,Sccc丶,6686.0,8864.0,10.0,1.0
1767,121404228,421,235,0,3,32,343,43,89.89548693586698,3.0593824228028503,3.133016627078385,5.59144893111639,12.783847980997624,914,Xepher,6778.0,,169.0,4.0
18,136642777,420,209,11,60,303,37,9,173.21428571428572,11.7,4.192857142857143,4.859523809523809,10.507142857142858,1106,劣势路猛男,6195.0,6823.0,86.0,3.0
192,173378701,419,210,66,258,82,1,12,226.5942720763723,13.436754176610979,8.236276849642005,5.305489260143198,9.84964200477327,1441,Bob,6174.0,,83.0,2.0
1626,86700461,419,234,64,251,88,11,5,214.49164677804296,11.684964200477326,7.353221957040573,5.167064439140812,9.890214797136037,276,w33,7658.0,8275.0,16.0,2.0
1084,86723143,418,201,9,57,315,29,8,172.94258373205741,7.813397129186603,4.715311004784689,4.880382775119617,11.220095693779903,278,Funn1k,7040.0,8218.0,44.0,3.0
530,86745912,417,258,304,94,15,0,4,328.158273381295,15.290167865707435,7.4556354916067145,2.906474820143885,8.676258992805755,288,Arteezy,8134.0,8165.0,1.0,1.0
484,169025618,417,222,15,83,270,46,3,200.87769784172662,10.302158273381295,4.148681055155875,4.011990407673861,12.141486810551559,1399,KheZu ,6322.0,6528.0,52.0,3.0
417,214735983,417,220,0,1,19,348,49,71.80815347721823,4.832134292565947,3.8872901678657072,5.94484412470024,12.733812949640289,2562,jAMES,5913.0,6565.0,822.0,4.0
319,50828662,417,224,0,5,29,311,72,82.39568345323741,4.18705035971223,3.199040767386091,5.973621103117506,12.774580335731414,128,ZFreek,6892.0,5839.0,181.0,4.0
1571,38628747,415,233,13,22,75,200,105,106.1421686746988,4.219277108433735,3.672289156626506,5.934939759036145,12.96867469879518,82,MoonMeander,6871.0,7528.0,153.0,4.0
1146,25907144,415,254,1,3,26,318,67,64.23614457831326,3.6144578313253013,3.6987951807228914,4.910843373493976,13.657831325301204,52,Cr1t-,7270.0,9041.0,31.0,4.0
30,165839292,414,191,25,92,258,30,9,158.7342995169082,8.405797101449275,4.983091787439614,5.7898550724637685,11.497584541062801,1366,fantasy-,5764.0,7568.0,140.0,3.0
1307,153836240,412,227,65,270,69,1,7,263.2985436893204,12.516990291262136,7.087378640776699,4.95873786407767,8.941747572815533,1267,Chris luck,6136.0,,337.0,2.0
1653,139031324,410,219,31,103,262,9,5,207.3609756097561,12.960975609756098,5.060975609756097,3.9658536585365853,10.831707317073171,1146,Beyond,6903.0,7181.0,67.0,3.0
1804,150961567,410,211,3,29,104,258,16,109.37073170731708,4.992682926829269,3.653658536585366,5.158536585365853,12.795121951219512,1234,plAnet,6438.0,6476.0,54.0,4.0
220,343084576,408,194,0,3,35,293,77,75.72549019607843,4.276960784313726,4.392156862745098,6.306372549019608,14.017156862745098,2043,Hustla,6479.0,,56.0,4.0
849,82327674,408,214,0,0,5,34,369,45.705882352941174,2.1495098039215685,2.1691176470588234,6.502450980392157,11.875,232,Faith,6165.0,7363.0,74.0,5.0
636,344861218,408,197,0,0,6,92,310,39.36029411764706,3.156862745098039,2.360294117647059,5.997549019607843,12.754901960784315,2049,HappyDyurara,6726.0,6952.0,446.0,5.0
1781,172424257,408,204,90,217,89,9,3,246.08823529411765,9.279411764705882,6.573529411764706,4.083333333333333,9.926470588235293,1433,Chessie,6999.0,8112.0,144.0,2.0
247,296226696,408,198,8,78,307,10,5,183.3578431372549,9.049019607843137,4.409313725490196,5.269607843137255,11.019607843137255,1922,TheChosenOne,6660.0,7233.0,266.0,3.0
107,121833213,408,237,16,62,304,22,4,169.1200980392157,9.137254901960784,4.644607843137255,4.588235294117647,13.583333333333334,924,Rappy,7118.0,8012.0,55.0,3.0
1527,115141430,407,203,106,210,79,6,6,272.23587223587225,11.791154791154792,7.15970515970516,4.194103194103194,8.734643734643734,799,Ryoya,6993.0,8778.0,27.0,2.0
1184,116249155,407,196,294,94,16,0,3,322.23832923832924,12.764127764127764,6.963144963144964,2.9557739557739557,8.157248157248157,815,nefrit,6886.0,7852.0,,1.0
746,94155156,405,250,0,0,7,60,338,53.37530864197531,3.434567901234568,2.4839506172839507,5.325925925925926,13.62962962962963,2471,Fly,8134.0,,43.0,5.0
972,111034589,403,207,0,0,2,48,353,47.516129032258064,3.369727047146402,2.446650124069479,7.325062034739454,12.975186104218363,718,343,6989.0,6254.0,332.0,5.0
1115,86822085,402,197,329,58,7,2,6,337.0348258706468,12.810945273631841,7.241293532338308,3.181592039800995,8.002487562189055,306,Costabile,6989.0,7013.0,66.0,1.0
1583,107081378,402,240,0,0,7,67,328,48.17164179104478,1.9577114427860696,2.5522388059701493,5.213930348258707,13.569651741293532,664,起风 了,6327.0,6988.0,54.0,5.0
1782,9403474,401,191,1,4,23,315,58,67.2718204488778,3.493765586034913,3.162094763092269,5.0,12.446384039900249,16,yamich,6894.0,7868.0,99.0,4.0
1362,110583422,401,218,291,89,15,3,3,318.9725685785536,12.815461346633416,7.566084788029925,4.042394014962594,8.359102244389028,710,Sammy,7206.0,7861.0,27.0,1.0
719,111620041,399,231,210,155,30,2,2,298.76942355889724,14.471177944862156,8.025062656641603,3.691729323308271,9.140350877192983,726,SumaiL,7966.0,7188.0,6.0,1.0
1680,100758751,398,192,0,4,14,64,316,54.30904522613066,2.7060301507537687,2.6683417085427137,7.135678391959799,13.844221105527637,530, shccD,5233.0,,71.0,5.0
116,145065875,397,188,1,5,36,313,42,75.08564231738035,3.3526448362720402,2.9420654911838793,4.738035264483627,11.967254408060453,1191,sayuw,6105.0,5934.0,328.0,4.0
311,113874152,395,224,11,45,271,62,6,194.52405063291138,10.058227848101266,4.2784810126582276,5.3924050632911396,13.141772151898735,767,Bok,7353.0,7686.0,38.0,3.0
660,101460882,395,228,0,0,6,49,340,47.30886075949367,3.367088607594937,2.769620253164557,6.726582278481013,14.478481012658229,549,Setzero,6392.0,,44.0,5.0
534,192914280,394,226,68,60,161,94,11,195.6979695431472,8.459390862944163,5.596446700507614,6.243654822335025,12.609137055837563,1579,Raging-_-Potato,5860.0,,139.0,3.0
623,117483894,393,188,1,4,19,285,84,54.913486005089055,3.49618320610687,3.0712468193384224,5.320610687022901,12.633587786259541,850,Chu,6514.0,7693.0,301.0,4.0
430,179313961,390,175,38,244,99,6,3,212.6153846153846,10.033333333333333,6.287179487179487,4.633333333333334,9.592307692307692,1484,7e,5919.0,5188.0,84.0,2.0
867,128367019,390,170,9,49,148,156,28,121.3974358974359,8.202564102564102,3.9025641025641025,6.02051282051282,12.387179487179488,1007,Mydearest,6340.0,7186.0,102.0,4.0
1398,123953528,389,187,57,268,61,1,2,218.8586118251928,9.938303341902314,7.429305912596401,3.9383033419023135,11.005141388174808,958,Robo-Z,5970.0,7121.0,73.0,2.0
1785,195001460,389,220,183,163,37,1,5,267.4241645244216,11.886889460154242,6.920308483290489,3.480719794344473,9.282776349614396,1591,lightless,6340.0,7395.0,107.0,1.0
1017,181716137,388,212,175,130,30,45,8,282.5644329896907,13.04896907216495,8.234536082474227,3.5670103092783507,10.18041237113402,1499,inYourdreaM,7612.0,9340.0,4.0,1.0
1730,87586992,388,177,117,73,21,79,98,192.31701030927834,8.079896907216495,5.087628865979381,4.283505154639175,10.015463917525773,339,G,7163.0,,,1.0
1223,400709028,386,174,179,161,39,5,2,277.51554404145077,12.99740932642487,6.471502590673575,4.11139896373057,9.380829015544041,2614,Dame,6743.0,,238.0,1.0
1541,98167706,385,203,0,1,27,235,122,74.6103896103896,4.612987012987013,3.2493506493506494,6.488311688311688,14.654545454545454,486,dnz,7278.0,8247.0,98.0,4.0
121,134711350,385,174,94,222,62,4,3,262.56103896103895,11.807792207792208,6.477922077922078,3.605194805194805,8.553246753246754,1077,狂小石Dstones-,6291.0,8133.0,100.0,2.0
115,101779337,383,206,1,4,38,287,53,81.83028720626632,3.049608355091384,4.483028720626632,5.851174934725848,14.347258485639687,559,slad1n,6054.0,7592.0,53.0,4.0
1633,136737280,382,206,76,95,192,13,6,215.7408376963351,9.518324607329843,5.2486910994764395,3.7539267015706805,11.863874345549739,1108,JG4:13,6127.0,6775.0,98.0,3.0
526,40805086,382,188,86,208,80,5,3,265.8821989528796,10.730366492146597,7.0680628272251305,3.8795811518324608,9.960732984293193,92,mellojul,6844.0,6680.0,19.0,2.0
850,408729743,382,200,9,75,266,26,6,168.8062827225131,7.591623036649215,4.722513089005235,5.575916230366492,12.952879581151832,2205,Sacred,4814.0,3777.0,14.0,3.0
1480,242837510,382,216,74,221,76,4,7,243.86125654450262,7.924083769633508,7.452879581151833,4.227748691099476,9.99476439790576,1800,気,6394.0,7514.0,127.0,2.0
1099,47434686,381,247,0,0,2,57,322,49.08661417322835,3.404199475065617,3.1784776902887137,6.414698162729659,15.010498687664041,113,LoA,8008.0,8085.0,44.0,5.0
1755,136575603,379,188,2,6,40,305,26,86.64116094986808,3.546174142480211,3.4643799472295513,4.770448548812665,12.37730870712401,2518,Waixi,6945.0,7903.0,66.0,4.0
360,5150808,379,206,112,205,53,1,8,287.18997361477574,10.886543535620053,7.300791556728232,3.113456464379947,9.200527704485488,8,fn`,7199.0,,68.0,2.0
1740,76904792,378,211,1,9,26,181,161,77.91269841269842,5.973544973544974,3.2433862433862433,6.5396825396825395,14.156084656084657,2456,poloson,6739.0,7309.0,59.0,4.0
931,363871826,377,189,11,45,294,25,2,186.91511936339523,12.525198938992043,4.084880636604774,4.559681697612732,11.625994694960212,2098,Petushara,6997.0,8217.0,117.0,3.0
1150,152915953,377,198,13,67,265,27,5,191.29973474801062,10.687002652519894,4.70026525198939,4.381962864721485,11.209549071618037,1254,Wizard,6828.0,7915.0,180.0,3.0
391,114596500,377,208,65,123,46,120,23,161.69496021220158,11.644562334217506,5.803713527851459,4.862068965517241,11.36604774535809,788,ArrOw,6385.0,7241.0,269.0,2.0
1267,255219872,376,200,97,182,94,1,2,248.78989361702128,14.617021276595745,6.992021276595745,3.2872340425531914,9.702127659574469,1834,一,6804.0,,99.0,2.0
1496,331999484,376,169,285,82,8,0,1,297.4574468085106,11.446808510638299,8.02659574468085,4.319148936170213,7.957446808510638,2012,RusHmαÑ -奎因?,6512.0,8576.0,55.0,1.0
1315,56351509,375,236,20,88,253,13,1,218.40533333333335,10.890666666666666,3.978666666666667,4.0,13.002666666666666,2448,DM,6729.0,8014.0,66.0,3.0
804,162641196,375,202,11,87,253,16,8,164.88266666666667,8.594666666666667,4.984,5.293333333333333,12.181333333333333,1335,Enryu,6382.0,6281.0,36.0,3.0
863,87177591,375,176,34,14,26,145,156,90.22933333333333,4.442666666666667,3.2773333333333334,4.952,11.874666666666666,2462,Fear,6659.0,7968.0,815.0,5.0
1592,89550641,374,225,5,43,297,23,6,179.23529411764707,11.53475935828877,4.636363636363637,3.927807486631016,11.973262032085561,369,GeneRaL,7010.0,8469.0,26.0,3.0
1391,117956848,374,190,11,78,250,30,5,177.10160427807486,10.834224598930481,4.411764705882353,4.957219251336898,11.692513368983958,858,tavo,6376.0,,497.0,3.0
1054,108382060,373,193,224,120,14,4,11,301.75067024128685,8.916890080428955,5.7640750670241285,3.428954423592493,7.900804289544236,2490,Sylar,7751.0,7082.0,139.0,1.0
1453,164685175,373,205,306,55,6,1,5,359.1930294906166,7.962466487935657,6.450402144772118,3.5549597855227884,7.81769436997319,1355,k1  ,6753.0,5517.0,114.0,1.0
801,128660724,370,160,0,7,32,305,26,90.30540540540541,4.22972972972973,3.727027027027027,6.059459459459459,12.137837837837838,1009,Rico,6592.0,7056.0,219.0,4.0
583,132851371,370,215,174,100,92,2,2,286.9972972972973,14.537837837837838,6.15945945945946,3.6594594594594594,9.921621621621622,1055,RAMZES666,7136.0,8315.0,61.0,1.0
915,92847434,369,165,6,60,278,19,6,162.8590785907859,7.455284552845528,3.4200542005420056,4.482384823848238,10.444444444444445,422,Ghostik,6592.0,8045.0,290.0,3.0
1418,82305765,368,176,0,2,23,276,67,57.59510869565217,3.282608695652174,3.8505434782608696,6.105978260869565,13.17663043478261,231,velheor,6685.0,6704.0,85.0,4.0
1013,84853828,368,196,9,56,169,96,38,144.7038043478261,5.067934782608695,4.2228260869565215,5.385869565217392,13.233695652173912,254,Mr.Kingão,6480.0,8283.0,35.0,3.0
621,237578577,366,165,79,105,66,13,103,170.2704918032787,8.07103825136612,5.3497267759562845,5.360655737704918,10.37704918032787,1784,lost,5723.0,3393.0,3310.0,2.0
1707,127530803,365,163,134,173,54,2,2,277.5972602739726,11.76986301369863,7.16986301369863,3.197260273972603,9.002739726027396,999,young G,6534.0,6705.0,136.0,2.0
1338,105045291,364,202,1,6,10,276,71,62.22527472527472,2.379120879120879,3.2774725274725274,6.0467032967032965,13.744505494505495,627,Thiolicor,6951.0,7868.0,,4.0
221,66620961,364,180,0,0,6,45,313,46.32142857142857,2.217032967032967,2.8461538461538463,6.59065934065934,12.722527472527473,174,EcNart-,6581.0,7283.0,545.0,5.0
59,137855976,363,208,11,53,275,19,5,172.37741046831957,10.900826446280991,3.9366391184573004,5.220385674931129,12.214876033057852,1131,Mastery,6519.0,6582.0,77.0,3.0
249,349310876,361,183,0,3,30,239,89,61.22437673130194,2.177285318559557,3.1218836565096955,5.753462603878116,13.240997229916898,2063,MoOz,6781.0,7264.0,65.0,4.0
1029,92423451,359,180,3,62,257,31,6,188.9359331476323,8.896935933147633,3.988857938718663,4.442896935933148,11.674094707520892,416,9pasha,7025.0,8010.0,139.0,3.0
1832,89423756,357,197,1,1,8,118,229,57.773109243697476,3.3249299719887957,2.3557422969187676,6.030812324929972,13.38375350140056,368,LaNm,7801.0,,145.0,5.0
1280,123787524,356,183,10,65,259,17,5,194.93258426966293,7.073033707865169,3.491573033707865,4.28932584269663,11.26123595505618,955,Shachlo,6967.0,7858.0,262.0,3.0
60,480412663,356,213,103,199,51,2,1,306.9185393258427,12.393258426966293,7.323033707865169,2.662921348314607,9.867977528089888,2279,gpk~,6560.0,,1.0,2.0
1007,154715080,355,224,110,171,69,3,2,294.9718309859155,9.352112676056338,7.256338028169014,2.943661971830986,10.453521126760563,1276,Abed,8128.0,9499.0,1.0,2.0
987,196493853,355,192,160,153,37,1,4,292.9492957746479,10.329577464788732,6.867605633802817,2.983098591549296,8.735211267605633,1612,Aq,6143.0,5467.0,6.0,1.0
501,136421659,354,161,0,0,0,46,308,31.80225988700565,2.8446327683615817,2.056497175141243,8.497175141242938,12.830508474576272,1104,QYQX,6199.0,4947.0,29.0,5.0
899,86850560,353,181,0,6,28,261,58,77.72804532577904,3.4362606232294617,3.8810198300283285,5.934844192634561,14.127478753541077,309,Wij,6025.0,5801.0,102.0,4.0
283,100471531,352,223,9,8,5,94,236,73.1278409090909,2.7244318181818183,2.9545454545454546,6.28125,13.602272727272727,517,jabz,7516.0,7361.0,4.0,5.0
1535,102099826,352,223,1,3,29,221,98,90.40056818181819,4.028409090909091,3.4886363636363638,4.576704545454546,13.588068181818182,566,DJ,7521.0,8415.0,282.0,4.0
305,877696078,352,191,80,193,66,5,8,251.5681818181818,9.704545454545455,8.073863636363637,4.338068181818182,10.346590909090908,2331,"Haw""",6171.0,,95.0,2.0
377,352623024,351,217,13,63,260,10,5,157.96866096866097,9.424501424501425,5.05982905982906,4.877492877492878,13.658119658119658,2067,Oscar,5887.0,6905.0,80.0,3.0
75,218367241,350,201,84,213,46,2,5,257.74,10.245714285714286,9.394285714285715,4.888571428571429,10.925714285714285,1714,Ken,6090.0,4700.0,65.0,2.0
1268,136829091,350,201,4,1,2,30,313,46.05428571428571,3.342857142857143,2.7085714285714286,5.688571428571429,13.297142857142857,1111,Whitemon,6238.0,6212.0,264.0,5.0
1837,205979574,350,189,5,42,272,25,6,179.06571428571428,9.3,4.994285714285715,5.171428571428572,12.271428571428572,1673,Gy,6702.0,6196.0,96.0,3.0
1214,201741490,349,192,0,0,1,28,320,47.372492836676216,2.7220630372492836,2.4097421203438394,7.30945558739255,13.484240687679083,2560,FLYSOLO,5915.0,,255.0,5.0
1456,108717482,349,200,0,0,5,100,244,45.85100286532951,2.2750716332378222,2.361031518624642,6.421203438395415,14.28080229226361,686,Roddgeee,7788.0,8088.0,24.0,5.0
546,117089283,347,217,0,1,3,58,285,37.5821325648415,2.314121037463977,2.553314121037464,6.956772334293948,14.573487031700289,839,Pandaboo,5794.0,6125.0,29.0,5.0
